,mean reward,Rejection Type 1 Probability,method
829,-143000,80.0,Supervisory
830,-12920,80.0,Supervisory
831,-92030,80.0,Supervisory
832,-12000,80.0,Supervisory
833,9050,80.0,Supervisory
834,36820,80.0,Supervisory
835,-61000,80.0,Supervisory
836,-102020,80.0,Supervisory
837,57110,80.0,Supervisory
838,8970,80.0,Supervisory
839,-41970,80.0,Supervisory
840,36990,80.0,Supervisory
841,28100,80.0,Supervisory
842,-14080,80.0,Supervisory
843,-164140,80.0,Supervisory
844,-37070,80.0,Supervisory
845,-95110,80.0,Supervisory
846,117010,80.0,Supervisory
847,138040,80.0,Supervisory
848,-81060,80.0,Supervisory
849,76960,80.0,Supervisory
850,-141970,90.0,Supervisory
851,118020,90.0,Supervisory
852,-37270,90.0,Supervisory
853,65990,90.0,Supervisory
854,-34030,90.0,Supervisory
855,-34050,90.0,Supervisory
856,-101960,90.0,Supervisory
857,-62990,90.0,Supervisory
858,18030,90.0,Supervisory
859,107070,90.0,Supervisory
860,-151000,90.0,Supervisory
861,17050,90.0,Supervisory
862,45930,90.0,Supervisory
863,-204180,90.0,Supervisory
864,-111970,90.0,Supervisory
865,-33100,90.0,Supervisory
866,29050,90.0,Supervisory
867,-61980,90.0,Supervisory
868,-31980,90.0,Supervisory
869,5910,90.0,Supervisory
870,-43070,90.0,Supervisory
871,-114110,90.0,Supervisory
872,16970,90.0,Supervisory
873,-20940,90.0,Supervisory
874,-40880,90.0,Supervisory
875,-73050,90.0,Supervisory
876,66980,90.0,Supervisory
877,-82950,90.0,Supervisory
878,-22960,90.0,Supervisory
879,78070,90.0,Supervisory
880,-10910,90.0,Supervisory
881,-72050,90.0,Supervisory
882,43910,90.0,Supervisory
883,-93100,90.0,Supervisory
884,16010,90.0,Supervisory
885,38050,90.0,Supervisory
886,75860,90.0,Supervisory
887,-60920,90.0,Supervisory
888,28090,90.0,Supervisory
889,-154210,90.0,Supervisory
890,-124190,90.0,Supervisory
891,-124170,90.0,Supervisory
892,16970,90.0,Supervisory
893,-73100,90.0,Supervisory
894,-122030,90.0,Supervisory
895,-12920,90.0,Supervisory
896,-60970,90.0,Supervisory
897,89010,90.0,Supervisory
898,-33980,90.0,Supervisory
899,-72160,90.0,Supervisory
