,mean reward,Rejection Type 1 Probability,method
804,-226150,80.0,Supervisory
805,-146150,80.0,Supervisory
806,-113010,80.0,Supervisory
807,-175120,80.0,Supervisory
808,-235120,80.0,Supervisory
809,-224000,80.0,Supervisory
810,-234110,80.0,Supervisory
811,-174010,80.0,Supervisory
812,-131930,80.0,Supervisory
813,-226100,80.0,Supervisory
814,-83080,80.0,Supervisory
815,-33040,80.0,Supervisory
816,-160270,80.0,Supervisory
817,-162960,80.0,Supervisory
818,-190980,80.0,Supervisory
819,-96160,80.0,Supervisory
820,-191060,80.0,Supervisory
821,-115080,80.0,Supervisory
822,-167040,80.0,Supervisory
823,-164140,80.0,Supervisory
824,-104010,80.0,Supervisory
825,-182020,80.0,Supervisory
826,-224020,80.0,Supervisory
827,-163000,80.0,Supervisory
828,-62960,80.0,Supervisory
829,-166170,80.0,Supervisory
830,-234090,80.0,Supervisory
831,-197230,80.0,Supervisory
832,-160920,80.0,Supervisory
833,-225040,80.0,Supervisory
834,-207150,80.0,Supervisory
835,-172030,80.0,Supervisory
836,-161930,80.0,Supervisory
837,-184020,80.0,Supervisory
838,-64040,80.0,Supervisory
839,-232980,80.0,Supervisory
840,-215000,80.0,Supervisory
841,-115080,80.0,Supervisory
842,-102980,80.0,Supervisory
843,-182960,80.0,Supervisory
844,-124150,80.0,Supervisory
845,-203150,80.0,Supervisory
846,-77200,80.0,Supervisory
847,-102990,80.0,Supervisory
848,-173040,80.0,Supervisory
849,-230880,80.0,Supervisory
850,-95080,90.0,Supervisory
851,-216040,90.0,Supervisory
852,-236160,90.0,Supervisory
853,-142070,90.0,Supervisory
854,-134020,90.0,Supervisory
855,-183030,90.0,Supervisory
856,-195130,90.0,Supervisory
857,-221990,90.0,Supervisory
858,-211870,90.0,Supervisory
859,-141980,90.0,Supervisory
860,-125190,90.0,Supervisory
861,-231010,90.0,Supervisory
862,-237180,90.0,Supervisory
863,-161020,90.0,Supervisory
864,-233050,90.0,Supervisory
865,-142980,90.0,Supervisory
866,-193110,90.0,Supervisory
867,-171910,90.0,Supervisory
868,-164150,90.0,Supervisory
869,-124040,90.0,Supervisory
870,-241020,90.0,Supervisory
871,-184060,90.0,Supervisory
872,-56150,90.0,Supervisory
873,-245200,90.0,Supervisory
874,-241050,90.0,Supervisory
875,-235120,90.0,Supervisory
876,-221920,90.0,Supervisory
877,-101920,90.0,Supervisory
878,-141930,90.0,Supervisory
879,-242050,90.0,Supervisory
880,-224000,90.0,Supervisory
881,-142090,90.0,Supervisory
882,-174010,90.0,Supervisory
883,-236130,90.0,Supervisory
884,-171080,90.0,Supervisory
885,-205190,90.0,Supervisory
886,-182990,90.0,Supervisory
887,-106160,90.0,Supervisory
888,-246100,90.0,Supervisory
889,-203030,90.0,Supervisory
890,-233040,90.0,Supervisory
891,-183990,90.0,Supervisory
892,-53020,90.0,Supervisory
893,-225020,90.0,Supervisory
894,-186060,90.0,Supervisory
895,-231990,90.0,Supervisory
896,-154070,90.0,Supervisory
897,-193160,90.0,Supervisory
898,-170990,90.0,Supervisory
899,-212910,90.0,Supervisory
